ShipmentID,CarrierID,OriginWarehouseID,DestinationAddress,ShipDate,Status
"SHP-379","CAR-03","WH-E","Customer Address","2025-06-04","Delivered"
"SHP-380","CAR-02","WH-E","Customer Address","2023-08-09","Delivered"
"SHP-381","CAR-02","WH-E","Customer Address","2026-01-27","Processing"
"SHP-382","CAR-03","WH-N","Customer Address","2025-10-31","Delivered"
"SHP-383","CAR-02","WH-E","Customer Address","2023-04-06","In Transit"
"SHP-384","CAR-03","WH-E","Customer Address","2024-10-02","In Transit"
"SHP-385","CAR-03","WH-A","Customer Address","2024-02-20","Processing"
"SHP-386","CAR-04","WH-N","Customer Address","2025-03-11","Processing"
"SHP-387","CAR-02","WH-A","Customer Address","2023-12-23","Delivered"
"SHP-388","CAR-01","WH-A","Customer Address","2023-11-04","Delayed"
"SHP-389","CAR-02","WH-E","Customer Address","2023-09-12","Processing"
"SHP-390","CAR-02","WH-N","Customer Address","2023-02-03","Delayed"
"SHP-391","CAR-02","WH-N","Customer Address","2025-10-30","Delivered"
"SHP-392","CAR-04","WH-E","Customer Address","2022-08-04","In Transit"
"SHP-393","CAR-01","WH-A","Customer Address","2024-11-09","In Transit"
"SHP-394","CAR-03","WH-E","Customer Address","2022-03-28","Delayed"
"SHP-395","CAR-02","WH-A","Customer Address","2023-08-15","Processing"
"SHP-396","CAR-01","WH-N","Customer Address","2024-08-05","Delivered"
"SHP-397","CAR-02","WH-N","Customer Address","2025-10-04","Processing"
"SHP-398","CAR-03","WH-A","Customer Address","2024-02-18","In Transit"
"SHP-399","CAR-04","WH-E","Customer Address","2025-06-09","In Transit"
"SHP-400","CAR-02","WH-A","Customer Address","2023-09-11","In Transit"
"SHP-401","CAR-01","WH-N","Customer Address","2025-04-20","Delivered"
"SHP-402","CAR-02","WH-E","Customer Address","2023-10-17","Delivered"
"SHP-403","CAR-04","WH-E","Customer Address","2023-02-15","Processing"
"SHP-404","CAR-04","WH-E","Customer Address","2026-04-03","Delivered"
"SHP-405","CAR-01","WH-A","Customer Address","2025-06-30","In Transit"
"SHP-406","CAR-03","WH-A","Customer Address","2022-02-18","Processing"
"SHP-407","CAR-01","WH-N","Customer Address","2023-03-17","Delayed"
"SHP-408","CAR-04","WH-N","Customer Address","2024-05-14","Delayed"
"SHP-409","CAR-02","WH-A","Customer Address","2025-04-15","Delayed"
"SHP-410","CAR-01","WH-N","Customer Address","2022-06-21","In Transit"
"SHP-411","CAR-04","WH-N","Customer Address","2025-05-08","Processing"
"SHP-412","CAR-01","WH-N","Customer Address","2022-06-17","Processing"
"SHP-413","CAR-04","WH-A","Customer Address","2022-01-13","Delivered"
"SHP-414","CAR-04","WH-E","Customer Address","2023-06-30","Delayed"
"SHP-415","CAR-03","WH-A","Customer Address","2023-04-22","Processing"
"SHP-416","CAR-04","WH-E","Customer Address","2024-09-24","Delayed"
"SHP-417","CAR-02","WH-A","Customer Address","2024-03-05","Processing"
"SHP-418","CAR-04","WH-N","Customer Address","2023-09-09","Processing"
"SHP-419","CAR-01","WH-N","Customer Address","2025-07-22","Processing"
"SHP-420","CAR-04","WH-N","Customer Address","2024-06-24","Delayed"
"SHP-421","CAR-04","WH-N","Customer Address","2022-03-08","Delayed"
"SHP-422","CAR-03","WH-E","Customer Address","2025-03-10","Processing"
"SHP-423","CAR-03","WH-N","Customer Address","2024-04-06","Delivered"
"SHP-424","CAR-01","WH-E","Customer Address","2024-07-28","Delivered"
"SHP-425","CAR-03","WH-E","Customer Address","2024-01-09","In Transit"
"SHP-426","CAR-04","WH-A","Customer Address","2022-03-29","Delivered"
"SHP-427","CAR-01","WH-E","Customer Address","2024-03-13","Processing"
"SHP-428","CAR-03","WH-E","Customer Address","2025-08-28","Delayed"
"SHP-429","CAR-02","WH-N","Customer Address","2026-03-08","Delayed"
"SHP-430","CAR-01","WH-A","Customer Address","2023-05-25","In Transit"
"SHP-431","CAR-02","WH-A","Customer Address","2025-02-05","Processing"
"SHP-432","CAR-04","WH-N","Customer Address","2024-04-26","In Transit"
"SHP-433","CAR-01","WH-A","Customer Address","2024-04-02","Delayed"
"SHP-434","CAR-02","WH-E","Customer Address","2025-11-26","In Transit"
"SHP-435","CAR-03","WH-N","Customer Address","2023-10-28","In Transit"
"SHP-436","CAR-03","WH-A","Customer Address","2022-10-22","Delayed"
"SHP-437","CAR-01","WH-E","Customer Address","2025-11-17","Processing"
"SHP-438","CAR-02","WH-N","Customer Address","2025-04-18","Delayed"
"SHP-439","CAR-04","WH-E","Customer Address","2024-09-08","Processing"
"SHP-440","CAR-03","WH-A","Customer Address","2022-09-24","Delivered"
"SHP-441","CAR-03","WH-A","Customer Address","2023-02-07","Delivered"
"SHP-442","CAR-04","WH-E","Customer Address","2024-02-09","Processing"
"SHP-443","CAR-03","WH-N","Customer Address","2024-12-13","Processing"
"SHP-444","CAR-01","WH-A","Customer Address","2024-07-02","In Transit"
"SHP-445","CAR-01","WH-E","Customer Address","2023-12-16","Delayed"
"SHP-446","CAR-01","WH-A","Customer Address","2022-11-29","Processing"
"SHP-447","CAR-01","WH-A","Customer Address","2024-12-25","Delayed"
"SHP-448","CAR-01","WH-N","Customer Address","2025-04-16","In Transit"
"SHP-449","CAR-03","WH-E","Customer Address","2023-02-20","Processing"
"SHP-450","CAR-02","WH-E","Customer Address","2026-02-22","Delayed"
"SHP-451","CAR-02","WH-E","Customer Address","2023-06-22","Delivered"
"SHP-452","CAR-01","WH-A","Customer Address","2023-08-22","In Transit"
"SHP-453","CAR-01","WH-E","Customer Address","2025-01-06","In Transit"
"SHP-454","CAR-02","WH-A","Customer Address","2024-05-09","In Transit"
"SHP-455","CAR-01","WH-N","Customer Address","2023-10-19","Delayed"
"SHP-456","CAR-03","WH-A","Customer Address","2023-02-25","Delayed"
"SHP-457","CAR-03","WH-N","Customer Address","2026-02-13","Delivered"
"SHP-458","CAR-04","WH-A","Customer Address","2026-05-09","Delayed"
"SHP-459","CAR-03","WH-E","Customer Address","2024-05-09","Processing"
"SHP-460","CAR-01","WH-E","Customer Address","2022-09-07","Delivered"
"SHP-461","CAR-01","WH-A","Customer Address","2023-06-28","Delivered"
"SHP-462","CAR-01","WH-N","Customer Address","2025-02-18","Delivered"
"SHP-463","CAR-02","WH-E","Customer Address","2025-06-05","In Transit"
"SHP-464","CAR-04","WH-N","Customer Address","2025-06-15","Delivered"
"SHP-465","CAR-01","WH-N","Customer Address","2023-04-21","Delivered"
"SHP-466","CAR-02","WH-N","Customer Address","2024-06-12","In Transit"
"SHP-467","CAR-03","WH-A","Customer Address","2025-06-16","Delayed"
"SHP-468","CAR-04","WH-A","Customer Address","2024-02-27","Processing"
"SHP-469","CAR-03","WH-E","Customer Address","2024-10-09","Delivered"
"SHP-470","CAR-03","WH-A","Customer Address","2024-12-06","Delivered"
"SHP-471","CAR-02","WH-N","Customer Address","2026-05-28","Delayed"
"SHP-472","CAR-04","WH-A","Customer Address","2023-12-10","Processing"
"SHP-473","CAR-02","WH-N","Customer Address","2023-12-14","Delivered"
"SHP-474","CAR-01","WH-A","Customer Address","2023-07-13","In Transit"
"SHP-475","CAR-02","WH-A","Customer Address","2024-02-05","Delivered"
"SHP-476","CAR-04","WH-N","Customer Address","2026-01-23","In Transit"
"SHP-477","CAR-01","WH-N","Customer Address","2025-08-21","Delayed"
"SHP-478","CAR-02","WH-A","Customer Address","2026-05-10","Delayed"
"SHP-479","CAR-04","WH-N","Customer Address","2025-09-16","In Transit"
"SHP-480","CAR-01","WH-E","Customer Address","2022-01-19","In Transit"
"SHP-481","CAR-03","WH-N","Customer Address","2025-11-04","Delayed"
"SHP-482","CAR-01","WH-E","Customer Address","2022-08-18","Processing"
"SHP-483","CAR-04","WH-N","Customer Address","2024-05-31","Delivered"
"SHP-484","CAR-03","WH-A","Customer Address","2023-08-05","Delayed"
"SHP-485","CAR-02","WH-E","Customer Address","2022-03-18","Processing"
"SHP-486","CAR-01","WH-N","Customer Address","2022-01-29","In Transit"
"SHP-487","CAR-02","WH-A","Customer Address","2024-12-05","Delivered"
"SHP-488","CAR-03","WH-N","Customer Address","2025-12-25","In Transit"
"SHP-489","CAR-04","WH-A","Customer Address","2022-07-12","Processing"
"SHP-490","CAR-04","WH-N","Customer Address","2023-01-21","Delayed"
"SHP-491","CAR-04","WH-A","Customer Address","2024-05-18","Delayed"
"SHP-492","CAR-04","WH-E","Customer Address","2022-02-24","Processing"
"SHP-493","CAR-01","WH-A","Customer Address","2025-03-07","Delayed"
"SHP-494","CAR-04","WH-N","Customer Address","2023-10-19","Delivered"
"SHP-495","CAR-03","WH-A","Customer Address","2023-03-04","In Transit"
"SHP-496","CAR-01","WH-E","Customer Address","2024-10-05","Delivered"
"SHP-497","CAR-04","WH-E","Customer Address","2022-12-30","Processing"
"SHP-498","CAR-04","WH-N","Customer Address","2024-01-24","Delivered"
"SHP-499","CAR-03","WH-N","Customer Address","2022-09-20","Delayed"
"SHP-500","CAR-03","WH-E","Customer Address","2022-01-04","Delayed"
"SHP-501","CAR-04","WH-N","Customer Address","2025-06-14","Delivered"
"SHP-502","CAR-03","WH-E","Customer Address","2026-01-16","Delayed"
"SHP-503","CAR-04","WH-N","Customer Address","2022-03-01","Processing"
"SHP-504","CAR-01","WH-A","Customer Address","2024-06-22","Delayed"
"SHP-505","CAR-02","WH-E","Customer Address","2023-04-14","Processing"
"SHP-506","CAR-02","WH-E","Customer Address","2024-06-24","Delivered"
"SHP-507","CAR-03","WH-E","Customer Address","2024-09-14","Delayed"
"SHP-508","CAR-01","WH-N","Customer Address","2023-07-26","Processing"
"SHP-509","CAR-02","WH-N","Customer Address","2024-08-26","Processing"
"SHP-510","CAR-01","WH-A","Customer Address","2024-11-10","In Transit"
"SHP-511","CAR-01","WH-A","Customer Address","2023-07-01","Delivered"
"SHP-512","CAR-02","WH-N","Customer Address","2024-02-09","In Transit"
"SHP-513","CAR-04","WH-E","Customer Address","2022-04-23","Processing"
"SHP-514","CAR-03","WH-E","Customer Address","2024-04-22","Processing"
"SHP-515","CAR-02","WH-E","Customer Address","2022-05-28","In Transit"
"SHP-516","CAR-02","WH-N","Customer Address","2023-08-26","Delayed"
"SHP-517","CAR-01","WH-A","Customer Address","2024-11-22","Delayed"
"SHP-518","CAR-01","WH-A","Customer Address","2022-11-24","Delayed"
"SHP-519","CAR-02","WH-N","Customer Address","2026-04-19","Delayed"
"SHP-520","CAR-04","WH-A","Customer Address","2024-02-28","In Transit"
"SHP-521","CAR-04","WH-N","Customer Address","2025-07-18","Delivered"
"SHP-522","CAR-01","WH-A","Customer Address","2026-03-25","Delivered"
"SHP-523","CAR-01","WH-A","Customer Address","2023-02-16","Delayed"
"SHP-524","CAR-04","WH-N","Customer Address","2023-09-24","Delivered"
"SHP-525","CAR-03","WH-N","Customer Address","2023-04-23","Delivered"
"SHP-526","CAR-04","WH-E","Customer Address","2023-08-23","Delivered"
"SHP-527","CAR-04","WH-A","Customer Address","2024-06-04","Processing"
"SHP-528","CAR-01","WH-N","Customer Address","2022-12-01","In Transit"
"SHP-529","CAR-03","WH-N","Customer Address","2022-12-23","In Transit"
"SHP-530","CAR-04","WH-A","Customer Address","2025-11-01","Delayed"
"SHP-531","CAR-04","WH-A","Customer Address","2024-01-23","Delayed"
"SHP-532","CAR-03","WH-A","Customer Address","2025-07-21","Delivered"
"SHP-533","CAR-01","WH-E","Customer Address","2024-11-29","Processing"
"SHP-534","CAR-04","WH-A","Customer Address","2023-12-20","Delivered"
"SHP-535","CAR-04","WH-A","Customer Address","2025-10-09","Processing"
"SHP-536","CAR-03","WH-E","Customer Address","2025-01-14","Delivered"
"SHP-537","CAR-01","WH-E","Customer Address","2023-12-07","Delivered"
"SHP-538","CAR-04","WH-A","Customer Address","2023-03-26","Processing"
"SHP-539","CAR-01","WH-N","Customer Address","2022-11-19","Delayed"
"SHP-540","CAR-01","WH-N","Customer Address","2025-07-30","Processing"
"SHP-541","CAR-01","WH-N","Customer Address","2022-10-07","Processing"
"SHP-542","CAR-01","WH-N","Customer Address","2022-05-14","Delayed"
"SHP-543","CAR-02","WH-A","Customer Address","2025-06-23","Delivered"
"SHP-544","CAR-04","WH-E","Customer Address","2025-11-01","Delivered"
"SHP-545","CAR-04","WH-A","Customer Address","2025-05-29","Processing"
"SHP-546","CAR-03","WH-A","Customer Address","2025-12-02","Processing"
"SHP-547","CAR-02","WH-E","Customer Address","2025-12-17","Processing"
"SHP-548","CAR-03","WH-E","Customer Address","2024-06-21","Processing"
"SHP-549","CAR-01","WH-E","Customer Address","2024-07-20","In Transit"
"SHP-550","CAR-03","WH-E","Customer Address","2024-02-29","Delivered"
"SHP-551","CAR-03","WH-A","Customer Address","2026-02-19","Processing"
"SHP-552","CAR-01","WH-N","Customer Address","2024-12-30","Delayed"
"SHP-553","CAR-02","WH-E","Customer Address","2025-07-27","In Transit"
"SHP-554","CAR-02","WH-A","Customer Address","2023-09-21","Delivered"
"SHP-555","CAR-02","WH-N","Customer Address","2023-08-04","In Transit"
"SHP-556","CAR-04","WH-E","Customer Address","2022-08-25","In Transit"
"SHP-557","CAR-03","WH-N","Customer Address","2026-02-08","In Transit"
"SHP-558","CAR-04","WH-N","Customer Address","2025-11-26","Processing"
"SHP-559","CAR-01","WH-A","Customer Address","2024-02-04","Delayed"
"SHP-560","CAR-01","WH-A","Customer Address","2025-11-18","Delivered"
"SHP-561","CAR-03","WH-N","Customer Address","2025-04-20","In Transit"
"SHP-562","CAR-03","WH-A","Customer Address","2022-03-18","Delivered"
"SHP-563","CAR-02","WH-N","Customer Address","2025-07-10","Processing"
"SHP-564","CAR-03","WH-N","Customer Address","2026-01-24","In Transit"
"SHP-565","CAR-04","WH-E","Customer Address","2022-06-16","Delayed"
"SHP-566","CAR-04","WH-N","Customer Address","2024-09-06","Delivered"
"SHP-567","CAR-01","WH-E","Customer Address","2023-06-21","Processing"
"SHP-568","CAR-03","WH-N","Customer Address","2023-09-22","Delivered"
"SHP-569","CAR-03","WH-N","Customer Address","2022-02-14","Processing"
"SHP-570","CAR-03","WH-A","Customer Address","2023-12-16","Delivered"
"SHP-571","CAR-02","WH-A","Customer Address","2023-04-13","Delivered"
"SHP-572","CAR-02","WH-A","Customer Address","2022-06-19","Delivered"
"SHP-573","CAR-04","WH-A","Customer Address","2023-08-11","In Transit"
"SHP-574","CAR-01","WH-N","Customer Address","2025-07-11","In Transit"
"SHP-575","CAR-03","WH-A","Customer Address","2024-08-19","Delayed"
"SHP-576","CAR-03","WH-N","Customer Address","2026-02-17","Delivered"
"SHP-577","CAR-01","WH-N","Customer Address","2025-03-25","Delivered"
"SHP-578","CAR-01","WH-N","Customer Address","2025-07-11","Delivered"
"SHP-579","CAR-03","WH-A","Customer Address","2024-07-27","Processing"
"SHP-580","CAR-04","WH-A","Customer Address","2022-09-18","Delivered"
"SHP-581","CAR-03","WH-A","Customer Address","2022-08-09","Processing"
"SHP-582","CAR-02","WH-E","Customer Address","2025-09-12","Delivered"
"SHP-583","CAR-04","WH-N","Customer Address","2022-07-04","Processing"
"SHP-584","CAR-03","WH-A","Customer Address","2023-08-07","Processing"
"SHP-585","CAR-03","WH-N","Customer Address","2022-04-28","Processing"
"SHP-586","CAR-04","WH-E","Customer Address","2023-12-18","In Transit"
"SHP-587","CAR-02","WH-N","Customer Address","2023-03-02","In Transit"
"SHP-588","CAR-02","WH-E","Customer Address","2024-07-08","In Transit"
"SHP-589","CAR-04","WH-A","Customer Address","2026-01-05","Delayed"
"SHP-590","CAR-03","WH-E","Customer Address","2024-05-02","Processing"
"SHP-591","CAR-04","WH-A","Customer Address","2025-08-17","Processing"
"SHP-592","CAR-02","WH-A","Customer Address","2022-03-06","In Transit"
"SHP-593","CAR-03","WH-E","Customer Address","2024-07-09","Processing"
"SHP-594","CAR-01","WH-E","Customer Address","2022-05-06","Delivered"
"SHP-595","CAR-02","WH-A","Customer Address","2024-01-19","Delivered"
"SHP-596","CAR-02","WH-N","Customer Address","2023-10-14","Processing"
"SHP-597","CAR-01","WH-A","Customer Address","2025-02-05","Delivered"
"SHP-598","CAR-01","WH-E","Customer Address","2025-02-28","Processing"
"SHP-599","CAR-04","WH-A","Customer Address","2023-01-27","Delivered"
"SHP-600","CAR-01","WH-A","Customer Address","2022-12-30","Processing"
"SHP-601","CAR-02","WH-E","Customer Address","2025-08-12","Delivered"
"SHP-602","CAR-02","WH-A","Customer Address","2023-11-23","Processing"
"SHP-603","CAR-02","WH-N","Customer Address","2023-02-18","Delayed"
"SHP-604","CAR-03","WH-N","Customer Address","2026-03-23","Processing"
"SHP-605","CAR-02","WH-E","Customer Address","2022-07-19","Delivered"
"SHP-606","CAR-02","WH-A","Customer Address","2024-06-06","Delayed"
"SHP-607","CAR-03","WH-E","Customer Address","2025-08-11","Delivered"
"SHP-608","CAR-03","WH-E","Customer Address","2024-12-25","Delayed"
"SHP-609","CAR-04","WH-E","Customer Address","2023-08-27","Delayed"
"SHP-610","CAR-04","WH-E","Customer Address","2025-01-11","Delivered"
"SHP-611","CAR-02","WH-A","Customer Address","2022-05-18","Delayed"
"SHP-612","CAR-01","WH-N","Customer Address","2024-07-01","In Transit"
"SHP-613","CAR-03","WH-N","Customer Address","2023-01-21","Delayed"
"SHP-614","CAR-02","WH-N","Customer Address","2025-12-17","Processing"
"SHP-615","CAR-04","WH-N","Customer Address","2022-02-03","In Transit"
"SHP-616","CAR-04","WH-E","Customer Address","2025-06-01","Delivered"
"SHP-617","CAR-03","WH-N","Customer Address","2024-02-02","In Transit"
"SHP-618","CAR-03","WH-E","Customer Address","2022-11-30","Delivered"
"SHP-619","CAR-03","WH-N","Customer Address","2026-03-21","Delayed"
"SHP-620","CAR-03","WH-A","Customer Address","2023-04-07","Delivered"
"SHP-621","CAR-02","WH-N","Customer Address","2022-09-20","Delayed"
"SHP-622","CAR-01","WH-E","Customer Address","2022-04-15","Processing"
"SHP-623","CAR-04","WH-A","Customer Address","2024-08-07","Processing"
"SHP-624","CAR-04","WH-E","Customer Address","2026-03-18","Delayed"
"SHP-625","CAR-04","WH-N","Customer Address","2026-03-15","Processing"
"SHP-626","CAR-04","WH-E","Customer Address","2022-03-08","Delayed"
"SHP-627","CAR-01","WH-E","Customer Address","2025-01-13","Delayed"
"SHP-628","CAR-02","WH-N","Customer Address","2023-12-16","Delayed"
"SHP-629","CAR-01","WH-A","Customer Address","2026-01-20","Delayed"
"SHP-630","CAR-01","WH-E","Customer Address","2022-12-13","Delayed"
"SHP-631","CAR-01","WH-A","Customer Address","2024-09-28","In Transit"
"SHP-632","CAR-04","WH-N","Customer Address","2023-03-31","Delivered"
"SHP-633","CAR-04","WH-A","Customer Address","2023-05-07","Delayed"
"SHP-634","CAR-04","WH-N","Customer Address","2026-03-08","Processing"
"SHP-635","CAR-04","WH-A","Customer Address","2025-07-27","In Transit"
"SHP-636","CAR-03","WH-E","Customer Address","2023-03-26","In Transit"
"SHP-637","CAR-03","WH-E","Customer Address","2026-01-24","Delivered"
"SHP-638","CAR-01","WH-A","Customer Address","2022-03-02","Delayed"
"SHP-639","CAR-03","WH-N","Customer Address","2022-06-03","Delayed"
"SHP-640","CAR-04","WH-A","Customer Address","2025-12-16","In Transit"
"SHP-641","CAR-01","WH-E","Customer Address","2023-04-14","Delayed"
"SHP-642","CAR-03","WH-N","Customer Address","2023-08-27","Delayed"
"SHP-643","CAR-04","WH-E","Customer Address","2026-05-19","In Transit"
"SHP-644","CAR-03","WH-N","Customer Address","2022-10-05","Delivered"
"SHP-645","CAR-03","WH-N","Customer Address","2024-09-27","Delayed"
"SHP-646","CAR-01","WH-N","Customer Address","2022-09-13","Delayed"
"SHP-647","CAR-02","WH-N","Customer Address","2025-09-12","Processing"
"SHP-648","CAR-04","WH-N","Customer Address","2024-02-23","In Transit"
"SHP-649","CAR-02","WH-N","Customer Address","2023-07-31","Delayed"
"SHP-650","CAR-01","WH-A","Customer Address","2025-07-17","Delayed"
"SHP-651","CAR-04","WH-A","Customer Address","2022-08-19","In Transit"
"SHP-652","CAR-02","WH-A","Customer Address","2026-04-09","Delivered"
"SHP-653","CAR-04","WH-E","Customer Address","2025-06-04","In Transit"
"SHP-654","CAR-03","WH-N","Customer Address","2025-08-06","Delayed"
"SHP-655","CAR-04","WH-A","Customer Address","2026-02-20","Delayed"
"SHP-656","CAR-02","WH-E","Customer Address","2023-04-29","Processing"
"SHP-657","CAR-03","WH-E","Customer Address","2024-10-18","Processing"
"SHP-658","CAR-04","WH-A","Customer Address","2023-12-02","In Transit"
"SHP-659","CAR-02","WH-E","Customer Address","2023-04-22","Processing"
"SHP-660","CAR-02","WH-A","Customer Address","2026-04-08","In Transit"
"SHP-661","CAR-02","WH-E","Customer Address","2024-05-04","Delayed"
"SHP-662","CAR-02","WH-N","Customer Address","2024-11-02","Delayed"
"SHP-663","CAR-02","WH-A","Customer Address","2025-08-30","Delivered"
"SHP-664","CAR-03","WH-A","Customer Address","2025-11-22","Delayed"
"SHP-665","CAR-04","WH-N","Customer Address","2024-07-30","Delayed"
"SHP-666","CAR-02","WH-A","Customer Address","2024-03-27","Processing"
"SHP-667","CAR-02","WH-E","Customer Address","2024-06-06","Processing"
"SHP-668","CAR-03","WH-E","Customer Address","2026-03-01","In Transit"
"SHP-669","CAR-02","WH-A","Customer Address","2025-02-12","Processing"
"SHP-670","CAR-04","WH-N","Customer Address","2025-08-23","Processing"
"SHP-671","CAR-04","WH-E","Customer Address","2024-12-15","In Transit"
"SHP-672","CAR-04","WH-E","Customer Address","2023-11-02","Processing"
"SHP-673","CAR-01","WH-A","Customer Address","2024-11-20","Delayed"
"SHP-674","CAR-04","WH-N","Customer Address","2022-09-15","Delivered"
"SHP-675","CAR-03","WH-N","Customer Address","2025-06-05","Delivered"
"SHP-676","CAR-01","WH-A","Customer Address","2024-04-10","In Transit"
"SHP-677","CAR-03","WH-E","Customer Address","2024-02-24","Processing"
"SHP-678","CAR-02","WH-N","Customer Address","2025-07-27","Processing"
"SHP-679","CAR-04","WH-A","Customer Address","2024-05-02","In Transit"
"SHP-680","CAR-02","WH-A","Customer Address","2025-07-02","Processing"
"SHP-681","CAR-03","WH-A","Customer Address","2025-11-25","Delivered"
"SHP-682","CAR-02","WH-N","Customer Address","2022-05-22","Processing"
"SHP-683","CAR-02","WH-N","Customer Address","2023-11-21","Processing"
"SHP-684","CAR-03","WH-N","Customer Address","2022-02-21","Processing"
"SHP-685","CAR-03","WH-E","Customer Address","2025-01-03","In Transit"
"SHP-686","CAR-02","WH-N","Customer Address","2023-12-07","Delayed"
"SHP-687","CAR-04","WH-E","Customer Address","2025-10-10","Delivered"
"SHP-688","CAR-03","WH-E","Customer Address","2026-01-03","In Transit"
"SHP-689","CAR-04","WH-A","Customer Address","2023-08-25","In Transit"
"SHP-690","CAR-04","WH-N","Customer Address","2022-09-06","Delayed"
"SHP-691","CAR-04","WH-E","Customer Address","2026-05-18","In Transit"
"SHP-692","CAR-01","WH-E","Customer Address","2024-04-07","Delivered"
"SHP-693","CAR-02","WH-N","Customer Address","2022-08-08","Delayed"
"SHP-694","CAR-01","WH-A","Customer Address","2025-04-20","Delayed"
"SHP-695","CAR-04","WH-N","Customer Address","2026-01-30","In Transit"
"SHP-696","CAR-04","WH-N","Customer Address","2022-11-12","Delayed"
"SHP-697","CAR-01","WH-A","Customer Address","2023-03-09","Delayed"
"SHP-698","CAR-01","WH-N","Customer Address","2024-12-01","Delayed"
"SHP-699","CAR-04","WH-E","Customer Address","2023-02-28","Delivered"
"SHP-700","CAR-04","WH-E","Customer Address","2022-07-26","Delivered"
"SHP-701","CAR-01","WH-E","Customer Address","2022-12-15","Delayed"
"SHP-702","CAR-03","WH-E","Customer Address","2024-10-04","Delivered"
"SHP-703","CAR-02","WH-N","Customer Address","2023-03-05","In Transit"
"SHP-704","CAR-04","WH-N","Customer Address","2023-12-07","In Transit"
"SHP-705","CAR-01","WH-E","Customer Address","2026-02-28","In Transit"
"SHP-706","CAR-02","WH-N","Customer Address","2024-10-14","In Transit"
"SHP-707","CAR-02","WH-A","Customer Address","2025-04-02","Processing"
"SHP-708","CAR-03","WH-E","Customer Address","2022-07-07","Delayed"
"SHP-709","CAR-04","WH-A","Customer Address","2025-11-21","In Transit"
"SHP-710","CAR-04","WH-N","Customer Address","2023-01-19","Processing"
"SHP-711","CAR-01","WH-E","Customer Address","2023-08-17","Processing"
"SHP-712","CAR-03","WH-N","Customer Address","2022-07-02","Processing"
"SHP-713","CAR-03","WH-E","Customer Address","2024-07-06","Processing"
"SHP-714","CAR-01","WH-A","Customer Address","2024-04-08","In Transit"
"SHP-715","CAR-02","WH-N","Customer Address","2026-05-22","Delayed"
"SHP-716","CAR-02","WH-N","Customer Address","2023-02-25","Delayed"
"SHP-717","CAR-04","WH-N","Customer Address","2025-01-12","Delivered"
"SHP-718","CAR-01","WH-E","Customer Address","2023-12-16","In Transit"
"SHP-719","CAR-02","WH-E","Customer Address","2023-01-03","Delivered"
"SHP-720","CAR-02","WH-E","Customer Address","2022-10-18","In Transit"
"SHP-721","CAR-03","WH-A","Customer Address","2025-04-23","Delayed"
"SHP-722","CAR-02","WH-A","Customer Address","2024-12-23","Delayed"
"SHP-723","CAR-02","WH-E","Customer Address","2025-12-24","In Transit"
"SHP-724","CAR-03","WH-N","Customer Address","2024-09-02","Processing"
"SHP-725","CAR-04","WH-A","Customer Address","2024-08-05","Processing"
"SHP-726","CAR-03","WH-N","Customer Address","2022-01-14","Delivered"
"SHP-727","CAR-01","WH-N","Customer Address","2025-12-02","In Transit"
"SHP-728","CAR-03","WH-A","Customer Address","2024-07-18","Processing"
"SHP-729","CAR-01","WH-E","Customer Address","2022-05-04","Delivered"
"SHP-730","CAR-02","WH-N","Customer Address","2022-03-14","Processing"
"SHP-731","CAR-02","WH-E","Customer Address","2022-04-04","Processing"
"SHP-732","CAR-02","WH-E","Customer Address","2023-06-26","Delivered"
"SHP-733","CAR-02","WH-N","Customer Address","2024-09-22","In Transit"
"SHP-734","CAR-01","WH-A","Customer Address","2024-06-17","Delivered"
"SHP-735","CAR-01","WH-A","Customer Address","2025-08-24","In Transit"
"SHP-736","CAR-03","WH-A","Customer Address","2024-02-15","In Transit"
"SHP-737","CAR-01","WH-A","Customer Address","2025-03-02","In Transit"
"SHP-738","CAR-01","WH-N","Customer Address","2024-07-30","Delayed"
"SHP-739","CAR-02","WH-N","Customer Address","2022-12-07","Delivered"
"SHP-740","CAR-04","WH-N","Customer Address","2025-11-11","Processing"
"SHP-741","CAR-01","WH-N","Customer Address","2023-04-16","Processing"
"SHP-742","CAR-02","WH-A","Customer Address","2023-03-11","In Transit"
"SHP-743","CAR-04","WH-N","Customer Address","2024-01-05","Delivered"
"SHP-744","CAR-03","WH-N","Customer Address","2022-08-24","Processing"
"SHP-745","CAR-04","WH-E","Customer Address","2026-05-06","Delayed"
"SHP-746","CAR-04","WH-E","Customer Address","2025-11-13","Delayed"
"SHP-747","CAR-01","WH-E","Customer Address","2026-03-31","In Transit"
"SHP-748","CAR-01","WH-E","Customer Address","2025-01-21","Delivered"
"SHP-749","CAR-04","WH-N","Customer Address","2025-08-14","Delayed"
"SHP-750","CAR-01","WH-N","Customer Address","2023-11-16","In Transit"
"SHP-751","CAR-01","WH-A","Customer Address","2022-09-27","Processing"
"SHP-752","CAR-02","WH-E","Customer Address","2022-07-17","Delivered"
"SHP-753","CAR-01","WH-A","Customer Address","2022-09-25","In Transit"
"SHP-754","CAR-03","WH-E","Customer Address","2023-05-18","Processing"
"SHP-755","CAR-04","WH-A","Customer Address","2022-07-24","Delayed"
"SHP-756","CAR-02","WH-N","Customer Address","2024-10-09","Delayed"
"SHP-757","CAR-02","WH-N","Customer Address","2025-07-07","Delivered"
"SHP-758","CAR-03","WH-E","Customer Address","2022-08-07","In Transit"
