SalesOrderID,OrderDate,ProductID,ProductName,Quantity,CustomerID
"SO-9354","2024-10-09","P103","Golden Cocoa Truffles","143","CUST-1019"
"SO-9355","2023-06-04","P201","Mystic White Chocolate","108","CUST-1086"
"SO-9356","2026-05-15","P103","Golden Cocoa Truffles","161","CUST-1304"
"SO-9357","2023-02-09","P201","Mystic White Chocolate","42","CUST-1172"
"SO-9358","2025-11-22","P201","Mystic White Chocolate","11","CUST-1316"
"SO-9359","2026-04-14","P101","Magical Dark Chocolate","175","CUST-1034"
"SO-9360","2022-09-10","P101","Magical Dark Chocolate","199","CUST-1380"
"SO-9361","2022-06-10","P103","Golden Cocoa Truffles","54","CUST-1433"
"SO-9362","2025-07-03","P201","Mystic White Chocolate","193","CUST-1261"
"SO-9363","2025-07-29","P201","Mystic White Chocolate","29","CUST-1083"
"SO-9364","2026-05-11","P103","Golden Cocoa Truffles","88","CUST-1129"
"SO-9365","2022-03-16","P102","Enchanted Milk Chocolate","61","CUST-1489"
"SO-9366","2024-07-27","P102","Enchanted Milk Chocolate","167","CUST-1283"
"SO-9367","2022-03-12","P103","Golden Cocoa Truffles","80","CUST-1416"
"SO-9368","2024-07-28","P201","Mystic White Chocolate","164","CUST-1247"
"SO-9369","2023-05-03","P101","Magical Dark Chocolate","117","CUST-1020"
"SO-9370","2025-03-26","P103","Golden Cocoa Truffles","97","CUST-1336"
"SO-9371","2025-12-05","P101","Magical Dark Chocolate","55","CUST-1335"
"SO-9372","2023-10-14","P102","Enchanted Milk Chocolate","107","CUST-1026"
"SO-9373","2025-05-29","P102","Enchanted Milk Chocolate","190","CUST-1260"
"SO-9374","2022-01-28","P102","Enchanted Milk Chocolate","19","CUST-1111"
"SO-9375","2026-05-17","P103","Golden Cocoa Truffles","127","CUST-1061"
"SO-9376","2025-10-14","P201","Mystic White Chocolate","107","CUST-1160"
"SO-9377","2025-01-11","P101","Magical Dark Chocolate","165","CUST-1372"
"SO-9378","2025-03-18","P103","Golden Cocoa Truffles","157","CUST-1457"
"SO-9379","2025-06-02","P201","Mystic White Chocolate","43","CUST-1386"
"SO-9380","2023-08-07","P102","Enchanted Milk Chocolate","84","CUST-1226"
"SO-9381","2026-01-25","P102","Enchanted Milk Chocolate","88","CUST-1261"
"SO-9382","2025-10-30","P102","Enchanted Milk Chocolate","199","CUST-1095"
"SO-9383","2023-04-05","P101","Magical Dark Chocolate","19","CUST-1359"
"SO-9384","2024-10-01","P102","Enchanted Milk Chocolate","118","CUST-1276"
"SO-9385","2024-02-18","P103","Golden Cocoa Truffles","134","CUST-1095"
"SO-9386","2025-03-09","P101","Magical Dark Chocolate","49","CUST-1134"
"SO-9387","2023-12-22","P201","Mystic White Chocolate","186","CUST-1263"
"SO-9388","2023-11-02","P201","Mystic White Chocolate","70","CUST-1194"
"SO-9389","2023-09-11","P102","Enchanted Milk Chocolate","95","CUST-1353"
"SO-9390","2023-02-01","P103","Golden Cocoa Truffles","166","CUST-1150"
"SO-9391","2025-10-29","P101","Magical Dark Chocolate","168","CUST-1479"
"SO-9392","2022-08-02","P102","Enchanted Milk Chocolate","185","CUST-1151"
"SO-9393","2024-11-08","P103","Golden Cocoa Truffles","171","CUST-1251"
"SO-9394","2022-03-26","P102","Enchanted Milk Chocolate","61","CUST-1008"
"SO-9395","2023-08-14","P101","Magical Dark Chocolate","61","CUST-1436"
"SO-9396","2024-08-04","P103","Golden Cocoa Truffles","173","CUST-1001"
"SO-9397","2025-10-02","P101","Magical Dark Chocolate","23","CUST-1035"
"SO-9398","2024-02-17","P102","Enchanted Milk Chocolate","148","CUST-1064"
"SO-9399","2025-06-08","P103","Golden Cocoa Truffles","58","CUST-1157"
"SO-9400","2023-09-10","P101","Magical Dark Chocolate","91","CUST-1122"
"SO-9401","2025-04-18","P101","Magical Dark Chocolate","92","CUST-1030"
"SO-9402","2023-10-15","P101","Magical Dark Chocolate","38","CUST-1081"
"SO-9403","2023-02-13","P103","Golden Cocoa Truffles","47","CUST-1218"
"SO-9404","2026-04-02","P101","Magical Dark Chocolate","138","CUST-1355"
"SO-9405","2025-06-29","P103","Golden Cocoa Truffles","67","CUST-1307"
"SO-9406","2022-02-16","P201","Mystic White Chocolate","193","CUST-1407"
"SO-9407","2023-03-16","P102","Enchanted Milk Chocolate","142","CUST-1192"
"SO-9408","2024-05-13","P101","Magical Dark Chocolate","117","CUST-1372"
"SO-9409","2025-04-14","P102","Enchanted Milk Chocolate","160","CUST-1467"
"SO-9410","2022-06-20","P103","Golden Cocoa Truffles","33","CUST-1065"
"SO-9411","2025-05-06","P101","Magical Dark Chocolate","19","CUST-1393"
"SO-9412","2022-06-15","P201","Mystic White Chocolate","39","CUST-1032"
"SO-9413","2022-01-11","P201","Mystic White Chocolate","162","CUST-1156"
"SO-9414","2023-06-28","P201","Mystic White Chocolate","145","CUST-1178"
"SO-9415","2023-04-20","P101","Magical Dark Chocolate","77","CUST-1424"
"SO-9416","2024-09-22","P102","Enchanted Milk Chocolate","27","CUST-1323"
"SO-9417","2024-03-04","P101","Magical Dark Chocolate","130","CUST-1469"
"SO-9418","2023-09-07","P101","Magical Dark Chocolate","157","CUST-1152"
"SO-9419","2025-07-21","P103","Golden Cocoa Truffles","64","CUST-1192"
"SO-9420","2024-06-23","P101","Magical Dark Chocolate","119","CUST-1337"
"SO-9421","2022-03-06","P102","Enchanted Milk Chocolate","23","CUST-1477"
"SO-9422","2025-03-08","P201","Mystic White Chocolate","139","CUST-1200"
"SO-9423","2024-04-05","P101","Magical Dark Chocolate","26","CUST-1437"
"SO-9424","2024-07-26","P201","Mystic White Chocolate","114","CUST-1462"
"SO-9425","2024-01-07","P103","Golden Cocoa Truffles","83","CUST-1456"
"SO-9426","2022-03-28","P102","Enchanted Milk Chocolate","105","CUST-1050"
"SO-9427","2024-03-12","P102","Enchanted Milk Chocolate","127","CUST-1027"
"SO-9428","2025-08-26","P201","Mystic White Chocolate","149","CUST-1026"
"SO-9429","2026-03-06","P101","Magical Dark Chocolate","200","CUST-1351"
"SO-9430","2023-05-23","P103","Golden Cocoa Truffles","30","CUST-1298"
"SO-9431","2025-02-03","P102","Enchanted Milk Chocolate","163","CUST-1169"
"SO-9432","2024-04-25","P101","Magical Dark Chocolate","163","CUST-1105"
"SO-9433","2024-04-01","P102","Enchanted Milk Chocolate","50","CUST-1441"
"SO-9434","2025-11-24","P201","Mystic White Chocolate","72","CUST-1441"
"SO-9435","2023-10-26","P101","Magical Dark Chocolate","190","CUST-1174"
"SO-9436","2022-10-21","P102","Enchanted Milk Chocolate","69","CUST-1247"
"SO-9437","2025-11-16","P101","Magical Dark Chocolate","70","CUST-1456"
"SO-9438","2025-04-16","P201","Mystic White Chocolate","45","CUST-1483"
"SO-9439","2024-09-06","P201","Mystic White Chocolate","22","CUST-1446"
"SO-9440","2022-09-22","P101","Magical Dark Chocolate","174","CUST-1134"
"SO-9441","2023-02-06","P101","Magical Dark Chocolate","146","CUST-1491"
"SO-9442","2024-02-07","P102","Enchanted Milk Chocolate","190","CUST-1215"
"SO-9443","2024-12-11","P103","Golden Cocoa Truffles","123","CUST-1028"
"SO-9444","2024-07-01","P201","Mystic White Chocolate","111","CUST-1305"
"SO-9445","2023-12-15","P201","Mystic White Chocolate","185","CUST-1376"
"SO-9446","2022-11-27","P201","Mystic White Chocolate","168","CUST-1223"
"SO-9447","2024-12-23","P201","Mystic White Chocolate","180","CUST-1423"
"SO-9448","2025-04-14","P201","Mystic White Chocolate","179","CUST-1481"
"SO-9449","2023-02-18","P103","Golden Cocoa Truffles","171","CUST-1242"
"SO-9450","2026-02-21","P101","Magical Dark Chocolate","15","CUST-1165"
"SO-9451","2023-06-21","P102","Enchanted Milk Chocolate","172","CUST-1109"
"SO-9452","2023-08-21","P201","Mystic White Chocolate","186","CUST-1245"
"SO-9453","2025-01-05","P101","Magical Dark Chocolate","152","CUST-1088"
"SO-9454","2024-05-08","P101","Magical Dark Chocolate","28","CUST-1279"
"SO-9455","2023-10-18","P103","Golden Cocoa Truffles","102","CUST-1095"
"SO-9456","2023-02-24","P102","Enchanted Milk Chocolate","122","CUST-1322"
"SO-9457","2026-02-11","P101","Magical Dark Chocolate","34","CUST-1326"
"SO-9458","2026-05-08","P201","Mystic White Chocolate","94","CUST-1310"
"SO-9459","2024-05-07","P201","Mystic White Chocolate","124","CUST-1447"
"SO-9460","2022-09-05","P103","Golden Cocoa Truffles","26","CUST-1364"
"SO-9461","2023-06-27","P201","Mystic White Chocolate","123","CUST-1326"
"SO-9462","2025-02-16","P102","Enchanted Milk Chocolate","151","CUST-1480"
"SO-9463","2025-06-04","P102","Enchanted Milk Chocolate","134","CUST-1450"
"SO-9464","2025-06-13","P102","Enchanted Milk Chocolate","154","CUST-1176"
"SO-9465","2023-04-20","P102","Enchanted Milk Chocolate","181","CUST-1489"
"SO-9466","2024-06-10","P101","Magical Dark Chocolate","160","CUST-1143"
"SO-9467","2025-06-15","P101","Magical Dark Chocolate","144","CUST-1478"
"SO-9468","2024-02-26","P102","Enchanted Milk Chocolate","85","CUST-1063"
"SO-9469","2024-10-07","P102","Enchanted Milk Chocolate","154","CUST-1331"
"SO-9470","2024-12-05","P103","Golden Cocoa Truffles","199","CUST-1203"
"SO-9471","2026-05-26","P102","Enchanted Milk Chocolate","104","CUST-1063"
"SO-9472","2023-12-08","P201","Mystic White Chocolate","33","CUST-1294"
"SO-9473","2023-12-13","P201","Mystic White Chocolate","164","CUST-1278"
"SO-9474","2023-07-12","P103","Golden Cocoa Truffles","65","CUST-1121"
"SO-9475","2024-02-04","P201","Mystic White Chocolate","180","CUST-1016"
"SO-9476","2026-01-21","P101","Magical Dark Chocolate","89","CUST-1317"
"SO-9477","2025-08-20","P103","Golden Cocoa Truffles","39","CUST-1196"
"SO-9478","2026-05-09","P201","Mystic White Chocolate","87","CUST-1257"
"SO-9479","2025-09-15","P201","Mystic White Chocolate","147","CUST-1385"
"SO-9480","2022-01-17","P103","Golden Cocoa Truffles","124","CUST-1357"
"SO-9481","2025-11-02","P201","Mystic White Chocolate","12","CUST-1376"
"SO-9482","2022-08-16","P102","Enchanted Milk Chocolate","113","CUST-1106"
"SO-9483","2024-05-29","P101","Magical Dark Chocolate","127","CUST-1026"
"SO-9484","2023-08-04","P101","Magical Dark Chocolate","196","CUST-1267"
"SO-9485","2022-03-16","P102","Enchanted Milk Chocolate","164","CUST-1077"
"SO-9486","2022-01-28","P201","Mystic White Chocolate","161","CUST-1167"
"SO-9487","2024-12-03","P201","Mystic White Chocolate","113","CUST-1453"
"SO-9488","2025-12-24","P103","Golden Cocoa Truffles","43","CUST-1378"
"SO-9489","2022-07-10","P101","Magical Dark Chocolate","28","CUST-1113"
"SO-9490","2023-01-20","P102","Enchanted Milk Chocolate","28","CUST-1462"
"SO-9491","2024-05-16","P201","Mystic White Chocolate","126","CUST-1500"
"SO-9492","2022-02-23","P101","Magical Dark Chocolate","26","CUST-1269"
"SO-9493","2025-03-06","P103","Golden Cocoa Truffles","28","CUST-1165"
"SO-9494","2023-10-17","P102","Enchanted Milk Chocolate","56","CUST-1214"
"SO-9495","2023-03-03","P101","Magical Dark Chocolate","20","CUST-1088"
"SO-9496","2024-10-03","P101","Magical Dark Chocolate","187","CUST-1219"
"SO-9497","2022-12-28","P103","Golden Cocoa Truffles","85","CUST-1033"
"SO-9498","2024-01-23","P103","Golden Cocoa Truffles","31","CUST-1179"
"SO-9499","2022-09-19","P101","Magical Dark Chocolate","83","CUST-1199"
"SO-9500","2022-01-02","P101","Magical Dark Chocolate","51","CUST-1057"
"SO-9501","2025-06-13","P103","Golden Cocoa Truffles","129","CUST-1241"
"SO-9502","2026-01-14","P101","Magical Dark Chocolate","31","CUST-1136"
"SO-9503","2022-02-28","P201","Mystic White Chocolate","34","CUST-1266"
"SO-9504","2024-06-20","P102","Enchanted Milk Chocolate","171","CUST-1322"
"SO-9505","2023-04-13","P103","Golden Cocoa Truffles","10","CUST-1195"
"SO-9506","2024-06-22","P102","Enchanted Milk Chocolate","172","CUST-1316"
"SO-9507","2024-09-12","P201","Mystic White Chocolate","32","CUST-1006"
"SO-9508","2023-07-24","P201","Mystic White Chocolate","20","CUST-1464"
"SO-9509","2024-08-24","P101","Magical Dark Chocolate","106","CUST-1122"
"SO-9510","2024-11-08","P103","Golden Cocoa Truffles","197","CUST-1476"
"SO-9511","2023-06-30","P103","Golden Cocoa Truffles","180","CUST-1239"
"SO-9512","2024-02-08","P103","Golden Cocoa Truffles","69","CUST-1007"
"SO-9513","2022-04-21","P101","Magical Dark Chocolate","68","CUST-1149"
"SO-9514","2024-04-21","P201","Mystic White Chocolate","174","CUST-1032"
"SO-9515","2022-05-27","P101","Magical Dark Chocolate","146","CUST-1282"
"SO-9516","2023-08-25","P102","Enchanted Milk Chocolate","167","CUST-1253"
"SO-9517","2024-11-21","P103","Golden Cocoa Truffles","189","CUST-1130"
"SO-9518","2022-11-23","P101","Magical Dark Chocolate","28","CUST-1153"
"SO-9519","2026-04-17","P103","Golden Cocoa Truffles","169","CUST-1071"
"SO-9520","2024-02-27","P101","Magical Dark Chocolate","130","CUST-1009"
"SO-9521","2025-07-17","P103","Golden Cocoa Truffles","46","CUST-1171"
"SO-9522","2026-03-23","P103","Golden Cocoa Truffles","122","CUST-1296"
"SO-9523","2023-02-14","P103","Golden Cocoa Truffles","160","CUST-1273"
"SO-9524","2023-09-22","P103","Golden Cocoa Truffles","177","CUST-1347"
"SO-9525","2023-04-21","P101","Magical Dark Chocolate","137","CUST-1410"
"SO-9526","2023-08-21","P103","Golden Cocoa Truffles","88","CUST-1395"
"SO-9527","2024-06-02","P102","Enchanted Milk Chocolate","51","CUST-1413"
"SO-9528","2022-11-29","P201","Mystic White Chocolate","142","CUST-1308"
"SO-9529","2022-12-22","P201","Mystic White Chocolate","180","CUST-1254"
"SO-9530","2025-10-30","P201","Mystic White Chocolate","62","CUST-1020"
"SO-9531","2024-01-21","P103","Golden Cocoa Truffles","169","CUST-1044"
"SO-9532","2025-07-20","P103","Golden Cocoa Truffles","171","CUST-1168"
"SO-9533","2024-11-28","P103","Golden Cocoa Truffles","87","CUST-1029"
"SO-9534","2023-12-19","P103","Golden Cocoa Truffles","162","CUST-1326"
"SO-9535","2025-10-07","P101","Magical Dark Chocolate","106","CUST-1139"
"SO-9536","2025-01-12","P201","Mystic White Chocolate","199","CUST-1454"
"SO-9537","2023-12-05","P102","Enchanted Milk Chocolate","38","CUST-1013"
"SO-9538","2023-03-24","P201","Mystic White Chocolate","194","CUST-1448"
"SO-9539","2022-11-18","P201","Mystic White Chocolate","147","CUST-1107"
"SO-9540","2025-07-29","P103","Golden Cocoa Truffles","123","CUST-1258"
"SO-9541","2022-10-05","P103","Golden Cocoa Truffles","43","CUST-1292"
"SO-9542","2022-05-13","P101","Magical Dark Chocolate","46","CUST-1355"
"SO-9543","2025-06-21","P201","Mystic White Chocolate","136","CUST-1159"
"SO-9544","2025-10-30","P102","Enchanted Milk Chocolate","108","CUST-1346"
"SO-9545","2025-05-28","P201","Mystic White Chocolate","18","CUST-1302"
"SO-9546","2025-12-01","P101","Magical Dark Chocolate","18","CUST-1213"
"SO-9547","2025-12-16","P103","Golden Cocoa Truffles","35","CUST-1237"
"SO-9548","2024-06-20","P102","Enchanted Milk Chocolate","128","CUST-1337"
"SO-9549","2024-07-19","P102","Enchanted Milk Chocolate","101","CUST-1214"
"SO-9550","2024-02-27","P102","Enchanted Milk Chocolate","199","CUST-1028"
"SO-9551","2026-02-17","P101","Magical Dark Chocolate","141","CUST-1118"
"SO-9552","2024-12-28","P103","Golden Cocoa Truffles","159","CUST-1236"
"SO-9553","2025-07-25","P103","Golden Cocoa Truffles","61","CUST-1347"
"SO-9554","2023-09-19","P103","Golden Cocoa Truffles","88","CUST-1358"
"SO-9555","2023-08-02","P101","Magical Dark Chocolate","101","CUST-1392"
"SO-9556","2022-08-24","P101","Magical Dark Chocolate","86","CUST-1056"
"SO-9557","2026-02-06","P201","Mystic White Chocolate","61","CUST-1360"
"SO-9558","2025-11-24","P101","Magical Dark Chocolate","137","CUST-1090"
"SO-9559","2024-02-02","P201","Mystic White Chocolate","157","CUST-1168"
"SO-9560","2025-11-17","P101","Magical Dark Chocolate","84","CUST-1111"
"SO-9561","2025-04-19","P102","Enchanted Milk Chocolate","110","CUST-1500"
"SO-9562","2022-03-17","P101","Magical Dark Chocolate","108","CUST-1123"
"SO-9563","2025-07-09","P201","Mystic White Chocolate","196","CUST-1446"
"SO-9564","2026-01-23","P102","Enchanted Milk Chocolate","77","CUST-1397"
"SO-9565","2022-06-15","P201","Mystic White Chocolate","103","CUST-1464"
"SO-9566","2024-09-05","P102","Enchanted Milk Chocolate","46","CUST-1068"
"SO-9567","2023-06-20","P101","Magical Dark Chocolate","160","CUST-1366"
"SO-9568","2023-09-21","P102","Enchanted Milk Chocolate","117","CUST-1435"
"SO-9569","2022-02-13","P101","Magical Dark Chocolate","126","CUST-1166"
"SO-9570","2023-12-15","P201","Mystic White Chocolate","177","CUST-1481"
"SO-9571","2023-04-11","P201","Mystic White Chocolate","188","CUST-1110"
"SO-9572","2022-06-17","P102","Enchanted Milk Chocolate","18","CUST-1284"
"SO-9573","2023-08-10","P201","Mystic White Chocolate","199","CUST-1208"
"SO-9574","2025-07-09","P101","Magical Dark Chocolate","164","CUST-1055"
"SO-9575","2024-08-18","P102","Enchanted Milk Chocolate","113","CUST-1305"
"SO-9576","2026-02-15","P101","Magical Dark Chocolate","67","CUST-1259"
"SO-9577","2025-03-23","P101","Magical Dark Chocolate","140","CUST-1450"
"SO-9578","2025-07-10","P102","Enchanted Milk Chocolate","28","CUST-1244"
"SO-9579","2024-07-26","P102","Enchanted Milk Chocolate","69","CUST-1086"
"SO-9580","2022-09-17","P201","Mystic White Chocolate","18","CUST-1006"
"SO-9581","2022-08-08","P101","Magical Dark Chocolate","45","CUST-1320"
"SO-9582","2025-09-11","P102","Enchanted Milk Chocolate","115","CUST-1455"
"SO-9583","2022-07-03","P101","Magical Dark Chocolate","125","CUST-1500"
"SO-9584","2023-08-06","P102","Enchanted Milk Chocolate","47","CUST-1076"
"SO-9585","2022-04-27","P102","Enchanted Milk Chocolate","143","CUST-1388"
"SO-9586","2023-12-17","P101","Magical Dark Chocolate","121","CUST-1284"
"SO-9587","2023-02-28","P201","Mystic White Chocolate","29","CUST-1272"
"SO-9588","2024-07-07","P102","Enchanted Milk Chocolate","64","CUST-1406"
"SO-9589","2026-01-03","P201","Mystic White Chocolate","121","CUST-1337"
"SO-9590","2024-04-30","P201","Mystic White Chocolate","113","CUST-1326"
"SO-9591","2025-08-15","P101","Magical Dark Chocolate","86","CUST-1101"
"SO-9592","2022-03-05","P201","Mystic White Chocolate","134","CUST-1234"
"SO-9593","2024-07-08","P102","Enchanted Milk Chocolate","200","CUST-1346"
"SO-9594","2022-05-05","P103","Golden Cocoa Truffles","119","CUST-1451"
"SO-9595","2024-01-18","P102","Enchanted Milk Chocolate","66","CUST-1304"
"SO-9596","2023-10-12","P201","Mystic White Chocolate","154","CUST-1338"
"SO-9597","2025-02-03","P102","Enchanted Milk Chocolate","114","CUST-1015"
"SO-9598","2025-02-26","P102","Enchanted Milk Chocolate","121","CUST-1346"
"SO-9599","2023-01-26","P103","Golden Cocoa Truffles","152","CUST-1017"
"SO-9600","2022-12-29","P102","Enchanted Milk Chocolate","105","CUST-1044"
"SO-9601","2025-08-10","P201","Mystic White Chocolate","141","CUST-1331"
"SO-9602","2023-11-21","P201","Mystic White Chocolate","100","CUST-1099"
"SO-9603","2023-02-17","P102","Enchanted Milk Chocolate","101","CUST-1064"
"SO-9604","2026-03-21","P201","Mystic White Chocolate","156","CUST-1269"
"SO-9605","2022-07-18","P101","Magical Dark Chocolate","123","CUST-1272"
"SO-9606","2024-06-05","P103","Golden Cocoa Truffles","119","CUST-1173"
"SO-9607","2025-08-10","P201","Mystic White Chocolate","138","CUST-1216"
"SO-9608","2024-12-24","P101","Magical Dark Chocolate","143","CUST-1169"
"SO-9609","2023-08-26","P103","Golden Cocoa Truffles","186","CUST-1250"
"SO-9610","2025-01-09","P103","Golden Cocoa Truffles","199","CUST-1028"
"SO-9611","2022-05-17","P102","Enchanted Milk Chocolate","60","CUST-1136"
"SO-9612","2024-06-29","P101","Magical Dark Chocolate","116","CUST-1181"
"SO-9613","2023-01-20","P102","Enchanted Milk Chocolate","23","CUST-1154"
"SO-9614","2025-12-15","P201","Mystic White Chocolate","16","CUST-1377"
"SO-9615","2022-02-02","P103","Golden Cocoa Truffles","40","CUST-1195"
"SO-9616","2025-05-31","P201","Mystic White Chocolate","73","CUST-1313"
"SO-9617","2024-01-31","P201","Mystic White Chocolate","135","CUST-1214"
"SO-9618","2022-11-28","P103","Golden Cocoa Truffles","186","CUST-1129"
"SO-9619","2026-03-19","P102","Enchanted Milk Chocolate","39","CUST-1111"
"SO-9620","2023-04-05","P103","Golden Cocoa Truffles","89","CUST-1282"
"SO-9621","2022-09-18","P101","Magical Dark Chocolate","109","CUST-1101"
"SO-9622","2022-04-14","P101","Magical Dark Chocolate","150","CUST-1353"
"SO-9623","2024-08-05","P201","Mystic White Chocolate","97","CUST-1162"
"SO-9624","2026-03-16","P201","Mystic White Chocolate","148","CUST-1014"
"SO-9625","2026-03-14","P101","Magical Dark Chocolate","147","CUST-1067"
"SO-9626","2022-03-06","P201","Mystic White Chocolate","80","CUST-1170"
"SO-9627","2025-01-11","P201","Mystic White Chocolate","145","CUST-1225"
"SO-9628","2023-12-14","P101","Magical Dark Chocolate","104","CUST-1242"
"SO-9629","2026-01-19","P101","Magical Dark Chocolate","60","CUST-1185"
"SO-9630","2022-12-12","P103","Golden Cocoa Truffles","184","CUST-1427"
"SO-9631","2024-09-27","P201","Mystic White Chocolate","140","CUST-1448"
"SO-9632","2023-03-30","P201","Mystic White Chocolate","120","CUST-1461"
"SO-9633","2023-05-06","P103","Golden Cocoa Truffles","49","CUST-1154"
"SO-9634","2026-03-07","P101","Magical Dark Chocolate","65","CUST-1011"
"SO-9635","2025-07-25","P101","Magical Dark Chocolate","78","CUST-1355"
"SO-9636","2023-03-24","P201","Mystic White Chocolate","151","CUST-1008"
"SO-9637","2026-01-23","P201","Mystic White Chocolate","73","CUST-1447"
"SO-9638","2022-03-01","P101","Magical Dark Chocolate","186","CUST-1361"
"SO-9639","2022-06-01","P103","Golden Cocoa Truffles","163","CUST-1019"
"SO-9640","2025-12-14","P103","Golden Cocoa Truffles","174","CUST-1316"
"SO-9641","2023-04-12","P103","Golden Cocoa Truffles","194","CUST-1372"
"SO-9642","2023-08-26","P103","Golden Cocoa Truffles","71","CUST-1039"
"SO-9643","2026-05-17","P102","Enchanted Milk Chocolate","40","CUST-1241"
"SO-9644","2022-10-04","P101","Magical Dark Chocolate","22","CUST-1040"
"SO-9645","2024-09-25","P201","Mystic White Chocolate","118","CUST-1180"
"SO-9646","2022-09-11","P103","Golden Cocoa Truffles","16","CUST-1086"
"SO-9647","2025-09-10","P201","Mystic White Chocolate","180","CUST-1051"
"SO-9648","2024-02-21","P103","Golden Cocoa Truffles","133","CUST-1203"
"SO-9649","2023-07-30","P102","Enchanted Milk Chocolate","17","CUST-1338"
"SO-9650","2025-07-16","P102","Enchanted Milk Chocolate","97","CUST-1144"
"SO-9651","2022-08-17","P201","Mystic White Chocolate","76","CUST-1370"
"SO-9652","2026-04-07","P103","Golden Cocoa Truffles","153","CUST-1172"
"SO-9653","2025-06-03","P101","Magical Dark Chocolate","48","CUST-1264"
"SO-9654","2025-08-05","P102","Enchanted Milk Chocolate","152","CUST-1148"
"SO-9655","2026-02-19","P201","Mystic White Chocolate","76","CUST-1273"
"SO-9656","2023-04-28","P103","Golden Cocoa Truffles","115","CUST-1473"
"SO-9657","2024-10-16","P101","Magical Dark Chocolate","166","CUST-1287"
"SO-9658","2023-12-01","P101","Magical Dark Chocolate","103","CUST-1145"
"SO-9659","2023-04-21","P102","Enchanted Milk Chocolate","178","CUST-1169"
"SO-9660","2026-04-06","P102","Enchanted Milk Chocolate","153","CUST-1182"
"SO-9661","2024-05-02","P103","Golden Cocoa Truffles","22","CUST-1122"
"SO-9662","2024-10-31","P102","Enchanted Milk Chocolate","114","CUST-1400"
"SO-9663","2025-08-28","P102","Enchanted Milk Chocolate","192","CUST-1182"
"SO-9664","2025-11-20","P103","Golden Cocoa Truffles","105","CUST-1207"
"SO-9665","2024-07-29","P103","Golden Cocoa Truffles","69","CUST-1375"
"SO-9666","2024-03-25","P101","Magical Dark Chocolate","144","CUST-1067"
"SO-9667","2024-06-05","P103","Golden Cocoa Truffles","90","CUST-1452"
"SO-9668","2026-02-27","P101","Magical Dark Chocolate","36","CUST-1357"
"SO-9669","2025-02-10","P103","Golden Cocoa Truffles","32","CUST-1125"
"SO-9670","2025-08-22","P201","Mystic White Chocolate","169","CUST-1181"
"SO-9671","2024-12-14","P102","Enchanted Milk Chocolate","90","CUST-1203"
"SO-9672","2023-10-31","P102","Enchanted Milk Chocolate","91","CUST-1062"
"SO-9673","2024-11-18","P201","Mystic White Chocolate","195","CUST-1135"
"SO-9674","2022-09-14","P101","Magical Dark Chocolate","155","CUST-1065"
"SO-9675","2025-06-03","P101","Magical Dark Chocolate","22","CUST-1236"
"SO-9676","2024-04-08","P101","Magical Dark Chocolate","38","CUST-1140"
"SO-9677","2024-02-23","P103","Golden Cocoa Truffles","46","CUST-1365"
"SO-9678","2025-07-26","P101","Magical Dark Chocolate","46","CUST-1131"
"SO-9679","2024-05-01","P103","Golden Cocoa Truffles","161","CUST-1005"
"SO-9680","2025-06-30","P201","Mystic White Chocolate","72","CUST-1352"
"SO-9681","2025-11-23","P201","Mystic White Chocolate","69","CUST-1292"
"SO-9682","2022-05-21","P102","Enchanted Milk Chocolate","162","CUST-1445"
"SO-9683","2023-11-19","P102","Enchanted Milk Chocolate","154","CUST-1458"
"SO-9684","2022-02-19","P103","Golden Cocoa Truffles","56","CUST-1501"
"SO-9685","2025-01-02","P102","Enchanted Milk Chocolate","90","CUST-1465"
"SO-9686","2023-12-06","P201","Mystic White Chocolate","32","CUST-1349"
"SO-9687","2025-10-08","P201","Mystic White Chocolate","35","CUST-1396"
"SO-9688","2026-01-02","P103","Golden Cocoa Truffles","22","CUST-1051"
"SO-9689","2023-08-23","P103","Golden Cocoa Truffles","87","CUST-1162"
"SO-9690","2022-09-05","P201","Mystic White Chocolate","150","CUST-1107"
"SO-9691","2026-05-16","P101","Magical Dark Chocolate","59","CUST-1376"
"SO-9692","2024-04-05","P101","Magical Dark Chocolate","86","CUST-1246"
"SO-9693","2022-08-07","P102","Enchanted Milk Chocolate","64","CUST-1195"
"SO-9694","2025-04-19","P101","Magical Dark Chocolate","70","CUST-1396"
"SO-9695","2026-01-29","P201","Mystic White Chocolate","196","CUST-1426"
"SO-9696","2022-11-11","P102","Enchanted Milk Chocolate","166","CUST-1297"
"SO-9697","2023-03-08","P102","Enchanted Milk Chocolate","127","CUST-1144"
"SO-9698","2024-11-29","P102","Enchanted Milk Chocolate","22","CUST-1356"
"SO-9699","2023-02-26","P101","Magical Dark Chocolate","109","CUST-1019"
"SO-9700","2022-07-24","P103","Golden Cocoa Truffles","96","CUST-1072"
"SO-9701","2022-12-13","P201","Mystic White Chocolate","84","CUST-1015"
"SO-9702","2024-10-02","P103","Golden Cocoa Truffles","138","CUST-1466"
"SO-9703","2023-03-03","P101","Magical Dark Chocolate","151","CUST-1355"
"SO-9704","2023-12-05","P101","Magical Dark Chocolate","170","CUST-1349"
"SO-9705","2026-02-27","P103","Golden Cocoa Truffles","25","CUST-1016"
"SO-9706","2024-10-13","P102","Enchanted Milk Chocolate","116","CUST-1433"
